V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
43717.599,2. Republican Presidential cand is 1st (defense spending),70,40,-7. Haven't thought much about it,6,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,5,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,40,6,,6,0,0,0,0,0,1,0,0
230717.05,2. Republican Presidential cand is 1st (defense spending),70,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,70,40,,3,3,,,,,,,,
58496.588,2. Republican Presidential cand is 1st (defense spending),5,5,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,5,5,,4,4,,,,,,,,
188471.27,1. Democratic Presidential cand is 1st (defense spending),70,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.5,70,50,,2,2,,,,,,,,
182985.33,2. Republican Presidential cand is 1st (defense spending),40,60,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,2. Slightly important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,40,60,,4,4,,,,,,,,
69955.057,1. Democratic Presidential cand is 1st (defense spending),85,0,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,2. Not too important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,0,4,,4,0,0,0,0,0,0,1,0
208075.18,1. Democratic Presidential cand is 1st (defense spending),70,70,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",4,4. Very important,4,2,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,70,70,5,,5,0,0,0,0,1,0,0,0
139910.11,2. Republican Presidential cand is 1st (defense spending),40,50,6. Conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",4,4. Very important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,50,1,,1,0,0,0,0,0,1,0,1
48839.383,1. Democratic Presidential cand is 1st (defense spending),100,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,3. Less,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,100,30,,7,7,,,,,,,,
215644.03,1. Democratic Presidential cand is 1st (defense spending),85,0,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",5,4. Very important,5,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,0,5,,5,0,0,0,0,0,1,0,0
43717.599,1. Democratic Presidential cand is 1st (defense spending),100,50,4. Moderate; middle of the road,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,50,7,,7,0,0,0,0,0,0,1,0
215131.5,1. Democratic Presidential cand is 1st (defense spending),75,35,3. Slightly liberal,5,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,75,35,5,,5,0,1,0,0,0,0,1,0
310998.31,2. Republican Presidential cand is 1st (defense spending),50,50,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",5,2. Not too important,6,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,4,,4,0,1,0,0,0,1,0,0
107822.37,1. Democratic Presidential cand is 1st (defense spending),70,50,4. Moderate; middle of the road,4,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,50,4,,4,0,0,0,0,0,0,0,0
180689.23,1. Democratic Presidential cand is 1st (defense spending),50,40,-7. Haven't thought much about it,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,3,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,40,7,,7,,,,,,,,
215131.5,1. Democratic Presidential cand is 1st (defense spending),85,60,3. Slightly liberal,5,"-1. INAP, R selected for VERSION OLD",4,4. Very important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.3333333,85,60,5,,5,0,0,0,0,0,1,0,1
101953.69,1. Democratic Presidential cand is 1st (defense spending),85,60,2. Liberal,"-1. INAP, R selected for VERSION NEW",3. Slightly more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,3. Moderately important,3. Less,5. Slightly,3. Less,3. Somewhat,0.5,0.1666667,85,60,,5,5,,,,,,,,
107822.37,1. Democratic Presidential cand is 1st (defense spending),60,50,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",4,5. Extremely important,6,3,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,60,50,4,,4,0,1,0,0,1,0,0,0
267948.33,1. Democratic Presidential cand is 1st (defense spending),85,40,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",2,2. Not too important,6,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,85,40,4,,4,0,0,1,0,0,0,1,0
133974.61,1. Democratic Presidential cand is 1st (defense spending),50,0,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",-8. Don't know,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.6666667,50,0,,7,7,,,,,,,,
90344.915,2. Republican Presidential cand is 1st (defense spending),60,15,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,5. Slightly,3. Moderately important,1. More,3. Somewhat,1. More,1. A lot,0.5,0.5,60,15,,4,4,,,,,,,,
210418.99,1. Democratic Presidential cand is 1st (defense spending),25,75,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,3. Somewhat,1. More,3. Somewhat,0,0.5,25,75,,4,4,,,,,,,,
129828.22,2. Republican Presidential cand is 1st (defense spending),50,15,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",1. A lot more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,5. Slightly,2. Slightly important,1. More,5. Slightly,1. More,1. A lot,0.5,0.6666667,50,15,,7,7,,,,,,,,
106055.84,1. Democratic Presidential cand is 1st (defense spending),75,25,6. Conservative,5,"-1. INAP, R selected for VERSION OLD",4,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.8333333,75,25,5,,5,0,0,0,0,0,1,0,1
107822.37,2. Republican Presidential cand is 1st (defense spending),15,100,7. Extremely conservative,4,"-1. INAP, R selected for VERSION OLD",5,4. Very important,3,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,1,15,100,4,,4,0,0,0,0,0,1,0,1
125145.68,2. Republican Presidential cand is 1st (defense spending),50,15,-7. Haven't thought much about it,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",5,4. Very important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,50,15,7,,7,0,0,0,0,0,1,0,1
125145.68,1. Democratic Presidential cand is 1st (defense spending),40,60,6. Conservative,5,"-1. INAP, R selected for VERSION OLD",4,5. Extremely important,4,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,40,60,5,,5,0,0,0,0,0,1,0,0
189641.53,1. Democratic Presidential cand is 1st (defense spending),70,60,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,5,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,70,60,5,,5,,,,,,,,
319023.58,2. Republican Presidential cand is 1st (defense spending),50,50,3. Slightly liberal,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,50,50,4,,4,,,,,,,,
250528.22,1. Democratic Presidential cand is 1st (defense spending),50,70,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,50,70,,1,1,,,,,,,,
250528.22,1. Democratic Presidential cand is 1st (defense spending),85,15,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,5. Slightly,1. More,3. Somewhat,0,0.3333333,85,15,,4,4,,,,,,,,
107822.37,1. Democratic Presidential cand is 1st (defense spending),50,60,4. Moderate; middle of the road,3,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,60,3,,3,0,1,0,0,0,1,0,0
101953.69,1. Democratic Presidential cand is 1st (defense spending),60,60,-7. Haven't thought much about it,6,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,2. Not too important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,60,60,6,,6,,,,,,,,
225790.25,1. Democratic Presidential cand is 1st (defense spending),55,25,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,55,25,,4,4,,,,,,,,
208970.05,1. Democratic Presidential cand is 1st (defense spending),15,85,6. Conservative,5,"-1. INAP, R selected for VERSION OLD",6,4. Very important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,15,85,5,,5,0,0,0,0,0,0,0,1
