V080101a,V082425,V083037a,V083037b,V083069,V083105,V083108x,V083112,V083113,V083114a,V083114b,V083115,V083115a,V083116,V083117,V083117a,V083118,V083118a,partyID,ideology,FTobama,FTmccain,servicespending,servicespending2,servicespendingFULL,DEMmuchlessspend,DEMmorespend,DEMmuchmorespend,REPmuchlessspend,REPlessspend,REPmorespend,REPmuchmorespend,DEMlessspend
97568.581,2. Republican Presidential cand is 1st (defense spending),85,0,1. Extremely liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,3. Somewhat,1. More,3. Somewhat,0,0,85,0,,6,6,,,,,,,,
39150.901,2. Republican Presidential cand is 1st (defense spending),100,15,4. Moderate; middle of the road,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",2,4. Very important,2,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,100,15,1,,1,0,0,0,0,0,0,1,0
83877.831,1. Democratic Presidential cand is 1st (defense spending),60,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,60,50,,2,2,,,,,,,,
65951.496,1. Democratic Presidential cand is 1st (defense spending),85,85,2. Liberal,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0.5,0.1666667,85,85,,6,6,,,,,,,,
65951.496,1. Democratic Presidential cand is 1st (defense spending),70,60,6. Conservative,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,5. Slightly,1,0.8333333,70,60,,3,3,,,,,,,,
65794.745,2. Republican Presidential cand is 1st (defense spending),60,85,7. Extremely conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,5. Extremely important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,1,1,60,85,,4,4,,,,,,,,
65951.496,2. Republican Presidential cand is 1st (defense spending),-9. Refused,-9. Refused,-9. Refused,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",6,3. Somewhat important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,,,,4,,4,0,0,0,0,1,0,0,1
30649.849,1. Democratic Presidential cand is 1st (defense spending),85,50,-7. Haven't thought much about it,4,"-1. INAP, R selected for VERSION OLD",5,4. Very important,5,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,50,4,,4,0,0,0,0,0,0,0,0
52516.054,2. Republican Presidential cand is 1st (defense spending),100,40,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,5. Slightly,1. More,5. Slightly,0,0.6666667,100,40,,4,4,,,,,,,,
50290.053,1. Democratic Presidential cand is 1st (defense spending),50,85,5. Slightly conservative,2,"-1. INAP, R selected for VERSION OLD",5,4. Very important,2,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,50,85,2,,2,0,0,0,0,0,1,0,1
66117.713,1. Democratic Presidential cand is 1st (defense spending),85,40,4. Moderate; middle of the road,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,3. Somewhat important,1. Govt should decrease defense spending,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.5,85,40,4,,4,,,,,,,,
81281.89,1. Democratic Presidential cand is 1st (defense spending),85,30,2. Liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0,0.1666667,85,30,,4,4,,,,,,,,
53713.25,1. Democratic Presidential cand is 1st (defense spending),30,0,7. Extremely conservative,1. Govt should provide many fewer services,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,5. Extremely important,6,7. Govt should increase defense spending,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",,1,30,0,1,,1,0,0,1,0,0,0,1,0
87548.824,1. Democratic Presidential cand is 1st (defense spending),85,60,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,1,0.8333333,85,60,,4,4,,,,,,,,
106055.84,2. Republican Presidential cand is 1st (defense spending),40,40,3. Slightly liberal,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.3333333,40,40,,4,4,,,,,,,,
319023.58,1. Democratic Presidential cand is 1st (defense spending),30,70,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,3. Moderately important,3. Less,1. A lot,3. Less,3. Somewhat,1,0.8333333,30,70,,4,4,,,,,,,,
159512.32,2. Republican Presidential cand is 1st (defense spending),60,85,5. Slightly conservative,2,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,1. Not important at all,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,60,85,2,,2,,,,,,,,
106055.84,1. Democratic Presidential cand is 1st (defense spending),60,85,5. Slightly conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,1. A lot,4. Very important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,60,85,,4,4,,,,,,,,
225790.25,2. Republican Presidential cand is 1st (defense spending),60,60,5. Slightly conservative,5,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,60,60,5,,5,0,1,0,0,0,1,0,0
250528.22,1. Democratic Presidential cand is 1st (defense spending),50,60,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,3. Less,5. Slightly,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,50,60,,4,4,,,,,,,,
225790.25,1. Democratic Presidential cand is 1st (defense spending),40,60,5. Slightly conservative,3,"-1. INAP, R selected for VERSION OLD",4,5. Extremely important,2,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,40,60,3,,3,0,0,0,0,0,1,0,1
319023.58,2. Republican Presidential cand is 1st (defense spending),15,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,3. Less,3. Somewhat,1. More,3. Somewhat,1,0.8333333,15,85,,4,4,,,,,,,,
215131.5,2. Republican Presidential cand is 1st (defense spending),40,50,5. Slightly conservative,4,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,2,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.6666667,40,50,4,,4,0,0,0,0,0,1,0,1
18404.959,2. Republican Presidential cand is 1st (defense spending),70,15,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,5. Slightly,3. Moderately important,3. Less,5. Slightly,1. More,5. Slightly,0,0.5,70,15,,4,4,,,,,,,,
108674.86,1. Democratic Presidential cand is 1st (defense spending),50,50,-7. Haven't thought much about it,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,1. More,5. Slightly,1. More,5. Slightly,0,0.5,50,50,,4,4,,,,,,,,
53550.814,2. Republican Presidential cand is 1st (defense spending),70,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.8333333,70,85,,3,3,,,,,,,,
62361.812,2. Republican Presidential cand is 1st (defense spending),50,50,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",2,3. Somewhat important,-8. Don't know,-8. Don't know,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,5,,5,0,1,0,0,0,1,0,0
79371.553,1. Democratic Presidential cand is 1st (defense spending),15,30,4. Moderate; middle of the road,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",5,3. Somewhat important,4,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,15,30,4,,4,0,0,0,0,0,0,0,1
81947.981,2. Republican Presidential cand is 1st (defense spending),15,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",1. Not important at all,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,15,50,,4,4,,,,,,,,
90039.989,2. Republican Presidential cand is 1st (defense spending),15,75,6. Conservative,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",5. Extremely important,3. Less,3. Somewhat,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.8333333,15,75,,1,1,,,,,,,,
52798.941,1. Democratic Presidential cand is 1st (defense spending),0,85,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,3. Somewhat,4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,0,85,,4,4,,,,,,,,
69054.563,2. Republican Presidential cand is 1st (defense spending),0,70,-7. Haven't thought much about it,4,"-1. INAP, R selected for VERSION OLD",1. Govt should decrease defense spending,3. Somewhat important,7. Govt should increase defense spending,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,0,70,4,,4,0,0,1,0,0,1,0,0
73284.192,1. Democratic Presidential cand is 1st (defense spending),40,0,4. Moderate; middle of the road,7. Govt should provide many more services,"-1. INAP, R selected for VERSION OLD",3,3. Somewhat important,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,40,0,7,,7,0,1,0,0,0,1,0,0
225790.25,1. Democratic Presidential cand is 1st (defense spending),30,85,5. Slightly conservative,4,"-1. INAP, R selected for VERSION OLD",5,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,30,85,4,,4,0,0,0,0,0,0,0,1
134872.78,2. Republican Presidential cand is 1st (defense spending),85,30,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",-8. Don't know,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,-8. Don't know,0,0.5,85,30,,4,4,,,,,,,,
215131.5,2. Republican Presidential cand is 1st (defense spending),60,60,-7. Haven't thought much about it,3,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,2,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,60,60,3,,3,0,0,0,0,0,1,0,1
210418.99,2. Republican Presidential cand is 1st (defense spending),60,50,4. Moderate; middle of the road,5,"-1. INAP, R selected for VERSION OLD",5,4. Very important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,60,50,5,,5,0,0,0,0,0,0,0,1
225790.25,2. Republican Presidential cand is 1st (defense spending),60,85,4. Moderate; middle of the road,3,"-1. INAP, R selected for VERSION OLD",6,4. Very important,4,6,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,60,85,3,,3,0,0,0,0,0,0,0,1
113279.83,2. Republican Presidential cand is 1st (defense spending),60,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.8333333,60,85,,2,2,,,,,,,,
183772.3,1. Democratic Presidential cand is 1st (defense spending),15,100,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,4. Very important,3. Less,1. A lot,1. More,3. Somewhat,1,0.8333333,15,100,,2,2,,,,,,,,
189641.53,1. Democratic Presidential cand is 1st (defense spending),15,100,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",6,5. Extremely important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,15,100,5,,5,0,0,0,0,1,0,0,1
189641.53,2. Republican Presidential cand is 1st (defense spending),50,50,-7. Haven't thought much about it,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",4,3. Somewhat important,4,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,4,,4,0,0,0,0,0,0,0,0
140755.76,1. Democratic Presidential cand is 1st (defense spending),15,70,7. Extremely conservative,"-1. INAP, R selected for VERSION NEW",7. A lot fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",4. Very important,1. More,1. A lot,5. About the same,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,1,15,70,,1,1,,,,,,,,
256749.25,1. Democratic Presidential cand is 1st (defense spending),15,85,6. Conservative,"-1. INAP, R selected for VERSION NEW",6. Somewhat fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",1. More,1. A lot,4. Very important,3. Less,1. A lot,1. More,3. Somewhat,1,0.8333333,15,85,,2,2,,,,,,,,
180689.23,2. Republican Presidential cand is 1st (defense spending),50,50,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",5. Slightly fewer,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",-8. Don't know,"-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",0.5,0.5,50,50,,3,3,,,,,,,,
136399.5,1. Democratic Presidential cand is 1st (defense spending),50,15,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",2. Somewhat more,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",3. Less,3. Somewhat,2. Slightly important,5. About the same,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,1. A lot,0.5,0.5,50,15,,6,6,,,,,,,,
189641.53,2. Republican Presidential cand is 1st (defense spending),60,60,4. Moderate; middle of the road,"-1. INAP, R selected for VERSION NEW",4. About the same,"-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW","-1. INAP, R selected for VERSION NEW",5. About the same,"-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD",3. Moderately important,-8. Don't know,"-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD",1. More,3. Somewhat,0.5,0.5,60,60,,4,4,,,,,,,,
180689.23,2. Republican Presidential cand is 1st (defense spending),50,40,-7. Haven't thought much about it,5,"-1. INAP, R selected for VERSION OLD",4,1. Not important at all,2,3,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,50,40,5,,5,0,0,0,0,1,0,0,1
220110.33,1. Democratic Presidential cand is 1st (defense spending),50,60,4. Moderate; middle of the road,-7. Haven't thought much about this,"-1. INAP, R selected for VERSION OLD",-7. Haven't thought much about this,2. Not too important,5,4,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.5,50,60,4,,4,,,,,,,,
90688.691,2. Republican Presidential cand is 1st (defense spending),40,85,5. Slightly conservative,6,"-1. INAP, R selected for VERSION OLD",7. Govt should increase defense spending,5. Extremely important,3,5,"-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2d; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f1; R selected for VERSION OLD","-1. INAP, R selected for VERSION OLD","-1. INAP, 5,-8,-9 in N2f2; R selected for VERSION OLD",1,0.6666667,40,85,6,,6,1,0,0,0,1,0,0,0
